old  12:                 snp.dbid            = &m_dbid
new  12:                 snp.dbid            = 3990489666
old  13:         and     snp.instance_number = &m_instance
new  13:         and     snp.instance_number =          1
old  19:         and     sst.stat_name       like ('%&m_stat_name%')
new  19:         and     sst.stat_name       like ('%CPU used by this session%')

START_OF_DELTA        PREV_VALUE STAT_NAME                                                              CURR_VALUE            VALUE
=============== ================ ================================================================ ================ ================
May-15 12:00:17        6,971,089 CPU used by this session                                                        0       -6,971,089
May-15 13:00:32        7,382,068 CPU used by this session                                                        0       -7,382,068
May-15 13:00:32                0 IPC CPU used by this session                                            7,676,943        7,676,943
May-15 13:00:32        7,382,068 CPU used by this session                                                        0       -7,382,068
May-15 13:00:32        7,382,068 CPU used by this session                                                7,676,943          294,875
May-15 13:00:32                0 global enqueue CPU used by this session                                         0                0
May-15 13:00:32                0 global enqueue CPU used by this session                                         0                0
May-15 13:00:32                0 global enqueue CPU used by this session                                         0                0
May-15 13:00:32                0 global enqueue CPU used by this session                                 7,676,943        7,676,943
May-15 13:00:32                0 gc CPU used by this session                                                     0                0
May-15 13:00:32                0 gc CPU used by this session                                                     0                0
May-15 13:00:32                0 gc CPU used by this session                                                     0                0
May-15 13:00:32                0 gc CPU used by this session                                             7,676,943        7,676,943
May-15 13:00:32                0 IPC CPU used by this session                                                    0                0
May-15 13:00:32                0 IPC CPU used by this session                                                    0                0
May-15 13:00:32                0 IPC CPU used by this session                                                    0                0
May-15 13:00:32        7,382,068 CPU used by this session                                                        0       -7,382,068
May-15 14:00:46        7,676,943 CPU used by this session                                                        0       -7,676,943
May-15 14:00:46        7,676,943 CPU used by this session                                                        0       -7,676,943
May-15 14:00:46        7,676,943 CPU used by this session                                                        0       -7,676,943

START_OF_DELTA        PREV_VALUE STAT_NAME                                                              CURR_VALUE            VALUE
=============== ================ ================================================================ ================ ================
May-15 14:00:46        7,676,943 CPU used by this session                                                7,706,215           29,272
May-15 14:00:46                0 global enqueue CPU used by this session                                         0                0
May-15 14:00:46                0 global enqueue CPU used by this session                                         0                0
May-15 14:00:46                0 global enqueue CPU used by this session                                         0                0
May-15 14:00:46                0 global enqueue CPU used by this session                                 7,706,215        7,706,215
May-15 14:00:46                0 gc CPU used by this session                                                     0                0
May-15 14:00:46                0 gc CPU used by this session                                                     0                0
May-15 14:00:46                0 gc CPU used by this session                                                     0                0
May-15 14:00:46                0 gc CPU used by this session                                             7,706,215        7,706,215
May-15 14:00:46                0 IPC CPU used by this session                                                    0                0
May-15 14:00:46                0 IPC CPU used by this session                                                    0                0
May-15 14:00:46                0 IPC CPU used by this session                                                    0                0
May-15 14:00:46                0 IPC CPU used by this session                                            7,706,215        7,706,215
May-15 15:00:01        7,706,215 CPU used by this session                                                        0       -7,706,215
May-15 15:00:01                0 IPC CPU used by this session                                            7,760,047        7,760,047
May-15 15:00:01        7,706,215 CPU used by this session                                                        0       -7,706,215
May-15 15:00:01        7,706,215 CPU used by this session                                                7,760,047           53,832
May-15 15:00:01                0 global enqueue CPU used by this session                                         0                0
May-15 15:00:01                0 global enqueue CPU used by this session                                         0                0
May-15 15:00:01                0 global enqueue CPU used by this session                                         0                0
May-15 15:00:01                0 global enqueue CPU used by this session                                 7,760,047        7,760,047
May-15 15:00:01                0 gc CPU used by this session                                                     0                0
May-15 15:00:01                0 gc CPU used by this session                                                     0                0
May-15 15:00:01                0 gc CPU used by this session                                                     0                0
May-15 15:00:01                0 gc CPU used by this session                                             7,760,047        7,760,047
May-15 15:00:01                0 IPC CPU used by this session                                                    0                0
May-15 15:00:01                0 IPC CPU used by this session                                                    0                0
May-15 15:00:01                0 IPC CPU used by this session                                                    0                0
May-15 15:00:01        7,706,215 CPU used by this session                                                        0       -7,706,215
May-15 16:00:15        7,760,047 CPU used by this session                                                        0       -7,760,047
May-15 16:00:15                0 IPC CPU used by this session                                            7,975,643        7,975,643
May-15 16:00:15        7,760,047 CPU used by this session                                                        0       -7,760,047
May-15 16:00:15        7,760,047 CPU used by this session                                                7,975,643          215,596
May-15 16:00:15                0 global enqueue CPU used by this session                                         0                0
May-15 16:00:15                0 global enqueue CPU used by this session                                         0                0
May-15 16:00:15                0 global enqueue CPU used by this session                                         0                0
May-15 16:00:15                0 global enqueue CPU used by this session                                 7,975,643        7,975,643
May-15 16:00:15                0 gc CPU used by this session                                                     0                0
May-15 16:00:15                0 gc CPU used by this session                                                     0                0
May-15 16:00:15                0 gc CPU used by this session                                                     0                0
May-15 16:00:15                0 gc CPU used by this session                                             7,975,643        7,975,643
May-15 16:00:15                0 IPC CPU used by this session                                                    0                0
May-15 16:00:15                0 IPC CPU used by this session                                                    0                0
May-15 16:00:15                0 IPC CPU used by this session                                                    0                0
May-15 16:00:15        7,760,047 CPU used by this session                                                        0       -7,760,047
May-15 17:00:30        7,975,643 CPU used by this session                                                        0       -7,975,643
May-15 17:00:30                0 IPC CPU used by this session                                            8,132,446        8,132,446
May-15 17:00:30        7,975,643 CPU used by this session                                                        0       -7,975,643
May-15 17:00:30        7,975,643 CPU used by this session                                                8,132,446          156,803
May-15 17:00:30                0 global enqueue CPU used by this session                                         0                0
May-15 17:00:30                0 global enqueue CPU used by this session                                         0                0
May-15 17:00:30                0 global enqueue CPU used by this session                                         0                0
May-15 17:00:30                0 global enqueue CPU used by this session                                 8,132,446        8,132,446
May-15 17:00:30                0 gc CPU used by this session                                                     0                0
May-15 17:00:30                0 gc CPU used by this session                                                     0                0
May-15 17:00:30                0 gc CPU used by this session                                                     0                0
May-15 17:00:30                0 gc CPU used by this session                                             8,132,446        8,132,446

START_OF_DELTA        PREV_VALUE STAT_NAME                                                              CURR_VALUE            VALUE
=============== ================ ================================================================ ================ ================
May-15 17:00:30                0 IPC CPU used by this session                                                    0                0
May-15 17:00:30                0 IPC CPU used by this session                                                    0                0
May-15 17:00:30                0 IPC CPU used by this session                                                    0                0
May-15 17:00:30        7,975,643 CPU used by this session                                                        0       -7,975,643
May-15 18:00:45        8,132,446 CPU used by this session                                                        0       -8,132,446
May-15 18:00:45                0 IPC CPU used by this session                                            8,295,743        8,295,743
May-15 18:00:45        8,132,446 CPU used by this session                                                        0       -8,132,446
May-15 18:00:45        8,132,446 CPU used by this session                                                8,295,743          163,297
May-15 18:00:45                0 global enqueue CPU used by this session                                         0                0
May-15 18:00:45                0 global enqueue CPU used by this session                                         0                0
May-15 18:00:45                0 global enqueue CPU used by this session                                         0                0
May-15 18:00:45                0 global enqueue CPU used by this session                                 8,295,743        8,295,743
May-15 18:00:45                0 gc CPU used by this session                                                     0                0
May-15 18:00:45                0 gc CPU used by this session                                                     0                0
May-15 18:00:45                0 gc CPU used by this session                                                     0                0
May-15 18:00:45                0 gc CPU used by this session                                             8,295,743        8,295,743
May-15 18:00:45                0 IPC CPU used by this session                                                    0                0
May-15 18:00:45                0 IPC CPU used by this session                                                    0                0
May-15 18:00:45                0 IPC CPU used by this session                                                    0                0
May-15 18:00:45        8,132,446 CPU used by this session                                                        0       -8,132,446
May-15 19:01:00        8,295,743 CPU used by this session                                                        0       -8,295,743
May-15 19:01:00                0 IPC CPU used by this session                                            8,677,175        8,677,175
May-15 19:01:00        8,295,743 CPU used by this session                                                        0       -8,295,743
May-15 19:01:00        8,295,743 CPU used by this session                                                8,677,175          381,432
May-15 19:01:00                0 global enqueue CPU used by this session                                         0                0
May-15 19:01:00                0 global enqueue CPU used by this session                                         0                0
May-15 19:01:00                0 global enqueue CPU used by this session                                         0                0
May-15 19:01:00                0 global enqueue CPU used by this session                                 8,677,175        8,677,175
May-15 19:01:00                0 gc CPU used by this session                                                     0                0
May-15 19:01:00                0 gc CPU used by this session                                                     0                0
May-15 19:01:00                0 gc CPU used by this session                                                     0                0
May-15 19:01:00                0 gc CPU used by this session                                             8,677,175        8,677,175
May-15 19:01:00                0 IPC CPU used by this session                                                    0                0
May-15 19:01:00                0 IPC CPU used by this session                                                    0                0
May-15 19:01:00                0 IPC CPU used by this session                                                    0                0
May-15 19:01:00        8,295,743 CPU used by this session                                                        0       -8,295,743
May-15 20:00:14        8,677,175 CPU used by this session                                                        0       -8,677,175
May-15 20:00:14                0 IPC CPU used by this session                                            9,264,779        9,264,779
May-15 20:00:14        8,677,175 CPU used by this session                                                        0       -8,677,175
May-15 20:00:14        8,677,175 CPU used by this session                                                9,264,779          587,604
May-15 20:00:14                0 global enqueue CPU used by this session                                         0                0
May-15 20:00:14                0 global enqueue CPU used by this session                                         0                0
May-15 20:00:14                0 global enqueue CPU used by this session                                         0                0
May-15 20:00:14                0 global enqueue CPU used by this session                                 9,264,779        9,264,779
May-15 20:00:14                0 gc CPU used by this session                                                     0                0
May-15 20:00:14                0 gc CPU used by this session                                                     0                0
May-15 20:00:14                0 gc CPU used by this session                                                     0                0
May-15 20:00:14                0 gc CPU used by this session                                             9,264,779        9,264,779
May-15 20:00:14                0 IPC CPU used by this session                                                    0                0
May-15 20:00:14                0 IPC CPU used by this session                                                    0                0
May-15 20:00:14                0 IPC CPU used by this session                                                    0                0
May-15 20:00:14        8,677,175 CPU used by this session                                                        0       -8,677,175
May-15 21:00:29        9,264,779 CPU used by this session                                                        0       -9,264,779
May-15 21:00:29                0 IPC CPU used by this session                                            9,765,273        9,765,273
May-15 21:00:29        9,264,779 CPU used by this session                                                        0       -9,264,779
May-15 21:00:29        9,264,779 CPU used by this session                                                9,765,273          500,494
May-15 21:00:29                0 global enqueue CPU used by this session                                         0                0

START_OF_DELTA        PREV_VALUE STAT_NAME                                                              CURR_VALUE            VALUE
=============== ================ ================================================================ ================ ================
May-15 21:00:29                0 global enqueue CPU used by this session                                         0                0
May-15 21:00:29                0 global enqueue CPU used by this session                                         0                0
May-15 21:00:29                0 global enqueue CPU used by this session                                 9,765,273        9,765,273
May-15 21:00:29                0 gc CPU used by this session                                                     0                0
May-15 21:00:29                0 gc CPU used by this session                                                     0                0
May-15 21:00:29                0 gc CPU used by this session                                                     0                0
May-15 21:00:29                0 gc CPU used by this session                                             9,765,273        9,765,273
May-15 21:00:29                0 IPC CPU used by this session                                                    0                0
May-15 21:00:29                0 IPC CPU used by this session                                                    0                0
May-15 21:00:29                0 IPC CPU used by this session                                                    0                0
May-15 21:00:29        9,264,779 CPU used by this session                                                        0       -9,264,779
May-15 22:00:44        9,765,273 CPU used by this session                                                        0       -9,765,273
May-15 22:00:44                0 IPC CPU used by this session                                           10,226,372       10,226,372
May-15 22:00:44        9,765,273 CPU used by this session                                                        0       -9,765,273
May-15 22:00:44        9,765,273 CPU used by this session                                               10,226,372          461,099
May-15 22:00:44                0 global enqueue CPU used by this session                                         0                0
May-15 22:00:44                0 global enqueue CPU used by this session                                         0                0
May-15 22:00:44                0 global enqueue CPU used by this session                                         0                0
May-15 22:00:44                0 global enqueue CPU used by this session                                10,226,372       10,226,372
May-15 22:00:44                0 gc CPU used by this session                                                     0                0
May-15 22:00:44                0 gc CPU used by this session                                                     0                0
May-15 22:00:44                0 gc CPU used by this session                                                     0                0
May-15 22:00:44                0 gc CPU used by this session                                            10,226,372       10,226,372
May-15 22:00:44                0 IPC CPU used by this session                                                    0                0
May-15 22:00:44                0 IPC CPU used by this session                                                    0                0
May-15 22:00:44                0 IPC CPU used by this session                                                    0                0
May-15 22:00:44        9,765,273 CPU used by this session                                                        0       -9,765,273
May-15 23:00:58       10,226,372 CPU used by this session                                                        0      -10,226,372
May-15 23:00:58                0 IPC CPU used by this session                                           10,387,541       10,387,541
May-15 23:00:58       10,226,372 CPU used by this session                                                        0      -10,226,372
May-15 23:00:58       10,226,372 CPU used by this session                                               10,387,541          161,169
May-15 23:00:58                0 global enqueue CPU used by this session                                         0                0
May-15 23:00:58                0 global enqueue CPU used by this session                                         0                0
May-15 23:00:58                0 global enqueue CPU used by this session                                         0                0
May-15 23:00:58                0 global enqueue CPU used by this session                                10,387,541       10,387,541
May-15 23:00:58                0 gc CPU used by this session                                                     0                0
May-15 23:00:58                0 gc CPU used by this session                                                     0                0
May-15 23:00:58                0 gc CPU used by this session                                                     0                0
May-15 23:00:58                0 gc CPU used by this session                                            10,387,541       10,387,541
May-15 23:00:58                0 IPC CPU used by this session                                                    0                0
May-15 23:00:58                0 IPC CPU used by this session                                                    0                0
May-15 23:00:58                0 IPC CPU used by this session                                                    0                0
May-15 23:00:58       10,226,372 CPU used by this session                                                        0      -10,226,372
May-16 00:00:13       10,387,541 CPU used by this session                                                        0      -10,387,541
May-16 00:00:13                0 IPC CPU used by this session                                           10,667,821       10,667,821
May-16 00:00:13       10,387,541 CPU used by this session                                                        0      -10,387,541
May-16 00:00:13       10,387,541 CPU used by this session                                               10,667,821          280,280
May-16 00:00:13                0 global enqueue CPU used by this session                                         0                0
May-16 00:00:13                0 global enqueue CPU used by this session                                         0                0
May-16 00:00:13                0 global enqueue CPU used by this session                                         0                0
May-16 00:00:13                0 global enqueue CPU used by this session                                10,667,821       10,667,821
May-16 00:00:13                0 gc CPU used by this session                                                     0                0
May-16 00:00:13                0 gc CPU used by this session                                                     0                0
May-16 00:00:13                0 gc CPU used by this session                                                     0                0
May-16 00:00:13                0 gc CPU used by this session                                            10,667,821       10,667,821
May-16 00:00:13                0 IPC CPU used by this session                                                    0                0
May-16 00:00:13                0 IPC CPU used by this session                                                    0                0

START_OF_DELTA        PREV_VALUE STAT_NAME                                                              CURR_VALUE            VALUE
=============== ================ ================================================================ ================ ================
May-16 00:00:13                0 IPC CPU used by this session                                                    0                0
May-16 00:00:13       10,387,541 CPU used by this session                                                        0      -10,387,541
May-16 01:00:28       10,667,821 CPU used by this session                                                        0      -10,667,821
May-16 01:00:28                0 IPC CPU used by this session                                           10,947,461       10,947,461
May-16 01:00:28       10,667,821 CPU used by this session                                                        0      -10,667,821
May-16 01:00:28       10,667,821 CPU used by this session                                               10,947,461          279,640
May-16 01:00:28                0 global enqueue CPU used by this session                                         0                0
May-16 01:00:28                0 global enqueue CPU used by this session                                         0                0
May-16 01:00:28                0 global enqueue CPU used by this session                                         0                0
May-16 01:00:28                0 global enqueue CPU used by this session                                10,947,461       10,947,461
May-16 01:00:28                0 gc CPU used by this session                                                     0                0
May-16 01:00:28                0 gc CPU used by this session                                                     0                0
May-16 01:00:28                0 gc CPU used by this session                                                     0                0
May-16 01:00:28                0 gc CPU used by this session                                            10,947,461       10,947,461
May-16 01:00:28                0 IPC CPU used by this session                                                    0                0
May-16 01:00:28                0 IPC CPU used by this session                                                    0                0
May-16 01:00:28                0 IPC CPU used by this session                                                    0                0
May-16 01:00:28       10,667,821 CPU used by this session                                                        0      -10,667,821
May-16 02:00:42       10,947,461 CPU used by this session                                                        0      -10,947,461
May-16 02:00:42                0 IPC CPU used by this session                                           11,094,253       11,094,253
May-16 02:00:42       10,947,461 CPU used by this session                                                        0      -10,947,461
May-16 02:00:42       10,947,461 CPU used by this session                                               11,094,253          146,792
May-16 02:00:42                0 global enqueue CPU used by this session                                         0                0
May-16 02:00:42                0 global enqueue CPU used by this session                                         0                0
May-16 02:00:42                0 global enqueue CPU used by this session                                         0                0
May-16 02:00:42                0 global enqueue CPU used by this session                                11,094,253       11,094,253
May-16 02:00:42                0 gc CPU used by this session                                                     0                0
May-16 02:00:42                0 gc CPU used by this session                                                     0                0
May-16 02:00:42                0 gc CPU used by this session                                                     0                0
May-16 02:00:42                0 gc CPU used by this session                                            11,094,253       11,094,253
May-16 02:00:42                0 IPC CPU used by this session                                                    0                0
May-16 02:00:42                0 IPC CPU used by this session                                                    0                0
May-16 02:00:42                0 IPC CPU used by this session                                                    0                0
May-16 02:00:42       10,947,461 CPU used by this session                                                        0      -10,947,461
May-16 03:00:57       11,094,253 CPU used by this session                                                        0      -11,094,253
May-16 03:00:57                0 IPC CPU used by this session                                           11,238,589       11,238,589
May-16 03:00:57       11,094,253 CPU used by this session                                                        0      -11,094,253
May-16 03:00:57       11,094,253 CPU used by this session                                               11,238,589          144,336
May-16 03:00:57                0 global enqueue CPU used by this session                                         0                0
May-16 03:00:57                0 global enqueue CPU used by this session                                         0                0
May-16 03:00:57                0 global enqueue CPU used by this session                                         0                0
May-16 03:00:57                0 global enqueue CPU used by this session                                11,238,589       11,238,589
May-16 03:00:57                0 gc CPU used by this session                                                     0                0
May-16 03:00:57                0 gc CPU used by this session                                                     0                0
May-16 03:00:57                0 gc CPU used by this session                                                     0                0
May-16 03:00:57                0 gc CPU used by this session                                            11,238,589       11,238,589
May-16 03:00:57                0 IPC CPU used by this session                                                    0                0
May-16 03:00:57                0 IPC CPU used by this session                                                    0                0
May-16 03:00:57                0 IPC CPU used by this session                                                    0                0
May-16 03:00:57       11,094,253 CPU used by this session                                                        0      -11,094,253
May-16 04:00:11       11,238,589 CPU used by this session                                                        0      -11,238,589
May-16 04:00:11                0 IPC CPU used by this session                                           11,482,314       11,482,314
May-16 04:00:11       11,238,589 CPU used by this session                                                        0      -11,238,589
May-16 04:00:11       11,238,589 CPU used by this session                                               11,482,314          243,725
May-16 04:00:11                0 global enqueue CPU used by this session                                         0                0
May-16 04:00:11                0 global enqueue CPU used by this session                                         0                0
May-16 04:00:11                0 global enqueue CPU used by this session                                         0                0

START_OF_DELTA        PREV_VALUE STAT_NAME                                                              CURR_VALUE            VALUE
=============== ================ ================================================================ ================ ================
May-16 04:00:11                0 global enqueue CPU used by this session                                11,482,314       11,482,314
May-16 04:00:11                0 gc CPU used by this session                                                     0                0
May-16 04:00:11                0 gc CPU used by this session                                                     0                0
May-16 04:00:11                0 gc CPU used by this session                                                     0                0
May-16 04:00:11                0 gc CPU used by this session                                            11,482,314       11,482,314
May-16 04:00:11                0 IPC CPU used by this session                                                    0                0
May-16 04:00:11                0 IPC CPU used by this session                                                    0                0
May-16 04:00:11                0 IPC CPU used by this session                                                    0                0
May-16 04:00:11       11,238,589 CPU used by this session                                                        0      -11,238,589
May-16 05:00:26       11,482,314 CPU used by this session                                                        0      -11,482,314
May-16 05:00:26                0 IPC CPU used by this session                                           11,656,536       11,656,536
May-16 05:00:26       11,482,314 CPU used by this session                                                        0      -11,482,314
May-16 05:00:26       11,482,314 CPU used by this session                                               11,656,536          174,222
May-16 05:00:26                0 global enqueue CPU used by this session                                         0                0
May-16 05:00:26                0 global enqueue CPU used by this session                                         0                0
May-16 05:00:26                0 global enqueue CPU used by this session                                         0                0
May-16 05:00:26                0 global enqueue CPU used by this session                                11,656,536       11,656,536
May-16 05:00:26                0 gc CPU used by this session                                                     0                0
May-16 05:00:26                0 gc CPU used by this session                                                     0                0
May-16 05:00:26                0 gc CPU used by this session                                                     0                0
May-16 05:00:26                0 gc CPU used by this session                                            11,656,536       11,656,536
May-16 05:00:26                0 IPC CPU used by this session                                                    0                0
May-16 05:00:26                0 IPC CPU used by this session                                                    0                0
May-16 05:00:26                0 IPC CPU used by this session                                                    0                0
May-16 05:00:26       11,482,314 CPU used by this session                                                        0      -11,482,314
May-16 06:00:40       11,656,536 CPU used by this session                                                        0      -11,656,536
May-16 06:00:40                0 IPC CPU used by this session                                           11,807,359       11,807,359
May-16 06:00:40       11,656,536 CPU used by this session                                                        0      -11,656,536
May-16 06:00:40       11,656,536 CPU used by this session                                               11,807,359          150,823
May-16 06:00:40                0 global enqueue CPU used by this session                                         0                0
May-16 06:00:40                0 global enqueue CPU used by this session                                         0                0
May-16 06:00:40                0 global enqueue CPU used by this session                                         0                0
May-16 06:00:40                0 global enqueue CPU used by this session                                11,807,359       11,807,359
May-16 06:00:40                0 gc CPU used by this session                                                     0                0
May-16 06:00:40                0 gc CPU used by this session                                                     0                0
May-16 06:00:40                0 gc CPU used by this session                                                     0                0
May-16 06:00:40                0 gc CPU used by this session                                            11,807,359       11,807,359
May-16 06:00:40                0 IPC CPU used by this session                                                    0                0
May-16 06:00:40                0 IPC CPU used by this session                                                    0                0
May-16 06:00:40                0 IPC CPU used by this session                                                    0                0
May-16 06:00:40       11,656,536 CPU used by this session                                                        0      -11,656,536
May-16 07:00:55       11,807,359 CPU used by this session                                                        0      -11,807,359
May-16 07:00:55                0 IPC CPU used by this session                                           11,979,389       11,979,389
May-16 07:00:55       11,807,359 CPU used by this session                                                        0      -11,807,359
May-16 07:00:55       11,807,359 CPU used by this session                                               11,979,389          172,030
May-16 07:00:55                0 global enqueue CPU used by this session                                         0                0
May-16 07:00:55                0 global enqueue CPU used by this session                                         0                0
May-16 07:00:55                0 global enqueue CPU used by this session                                         0                0
May-16 07:00:55                0 global enqueue CPU used by this session                                11,979,389       11,979,389
May-16 07:00:55                0 gc CPU used by this session                                                     0                0
May-16 07:00:55                0 gc CPU used by this session                                                     0                0
May-16 07:00:55                0 gc CPU used by this session                                                     0                0
May-16 07:00:55                0 gc CPU used by this session                                            11,979,389       11,979,389
May-16 07:00:55                0 IPC CPU used by this session                                                    0                0
May-16 07:00:55                0 IPC CPU used by this session                                                    0                0
May-16 07:00:55                0 IPC CPU used by this session                                                    0                0
May-16 07:00:55       11,807,359 CPU used by this session                                                        0      -11,807,359

START_OF_DELTA        PREV_VALUE STAT_NAME                                                              CURR_VALUE            VALUE
=============== ================ ================================================================ ================ ================
May-16 08:00:10       11,979,389 CPU used by this session                                                        0      -11,979,389
May-16 08:00:10                0 IPC CPU used by this session                                           12,196,947       12,196,947
May-16 08:00:10       11,979,389 CPU used by this session                                                        0      -11,979,389
May-16 08:00:10       11,979,389 CPU used by this session                                               12,196,947          217,558
May-16 08:00:10                0 global enqueue CPU used by this session                                         0                0
May-16 08:00:10                0 global enqueue CPU used by this session                                         0                0
May-16 08:00:10                0 global enqueue CPU used by this session                                         0                0
May-16 08:00:10                0 global enqueue CPU used by this session                                12,196,947       12,196,947
May-16 08:00:10                0 gc CPU used by this session                                                     0                0
May-16 08:00:10                0 gc CPU used by this session                                                     0                0
May-16 08:00:10                0 gc CPU used by this session                                                     0                0
May-16 08:00:10                0 gc CPU used by this session                                            12,196,947       12,196,947
May-16 08:00:10                0 IPC CPU used by this session                                                    0                0
May-16 08:00:10                0 IPC CPU used by this session                                                    0                0
May-16 08:00:10                0 IPC CPU used by this session                                                    0                0
May-16 08:00:10       11,979,389 CPU used by this session                                                        0      -11,979,389
May-16 09:00:25       12,196,947 CPU used by this session                                                        0      -12,196,947
May-16 09:00:25                0 IPC CPU used by this session                                           12,660,479       12,660,479
May-16 09:00:25       12,196,947 CPU used by this session                                                        0      -12,196,947
May-16 09:00:25       12,196,947 CPU used by this session                                               12,660,479          463,532
May-16 09:00:25                0 global enqueue CPU used by this session                                         0                0
May-16 09:00:25                0 global enqueue CPU used by this session                                         0                0
