id,engine,path,extension,bytes,sha256,kind,category,description,risk,has_header,parameters,secret_flags,target
aws:scripts/cloud/rds/rds/custom/wget-19c-ee.sh,aws,scripts/cloud/rds/rds/custom/wget-19c-ee.sh,.sh,2413,d2e8db827c6ea21be2468beb4ace0216bc5f0af05ca4b2218daf3805033b589d,script,cloud/rds,aws cloud/rds helper: wget 19c ee.,READ_ONLY,True,"['COOKIE_FILE', 'LANG', 'LOGDIR', 'LOGFILE', 'OUTPUT_DIR', 'WGET', 'token']",False,scripts/cloud/rds/rds/custom/wget-19c-ee.sh
aws:scripts/cloud/rds/rds/describe-pending-maintenance-actions.sh,aws,scripts/cloud/rds/rds/describe-pending-maintenance-actions.sh,.sh,971,84c343c0c7f6c039e539f3ccac5eb1b07588f9d748dfab3a649cfe4961a551fd,script,cloud/rds,aws cloud/rds helper: describe pending maintenance actions.,READ_ONLY,True,"['aws', 'db', 'eu', 'oracl', 'rds']",False,scripts/cloud/rds/rds/describe-pending-maintenance-actions.sh
aws:scripts/cloud/rds/rds/list-ec2instances.py,aws,scripts/cloud/rds/rds/list-ec2instances.py,.py,4245,3149e9eeb739fd62ff2427b01adf1f30b6abee20b7c7963cfab1d51daf1401dc,script,cloud/rds,aws cloud/rds helper: list ec2instances.,CHANGES,True,[],False,scripts/cloud/rds/rds/list-ec2instances.py
aws:scripts/cloud/rds/rds/list-rds.py,aws,scripts/cloud/rds/rds/list-rds.py,.py,4969,5a59545ed71e869ede4ac8973b6721a59ba8fcb3f2daa851df49db47d1765c79,script,cloud/rds,aws cloud/rds helper: list rds.,REVIEW,True,[],False,scripts/cloud/rds/rds/list-rds.py
aws:scripts/cloud/rds/rds/rds.cli.create--db-parameter-group.sh,aws,scripts/cloud/rds/rds/rds.cli.create--db-parameter-group.sh,.sh,922,cc4c966ba087517d303902d0d786f1c677a38666bb8a39119d6d5ee9de2cb88d,script,cloud/rds,aws cloud/rds helper: rds.cli.create db parameter group.,CHANGES,True,[],False,scripts/cloud/rds/rds/rds.cli.create--db-parameter-group.sh
aws:scripts/cloud/rds/rds/rds.cli.create-db-snapshot.sh,aws,scripts/cloud/rds/rds/rds.cli.create-db-snapshot.sh,.sh,853,f1bcaff694a5321f999fe4318b31d926e88226f35c0105cc541f57b881febbeb,script,cloud/rds,aws cloud/rds helper: rds.cli.create db snapshot.,CHANGES,True,[],False,scripts/cloud/rds/rds/rds.cli.create-db-snapshot.sh
aws:scripts/cloud/rds/rds/rds.cli.create_db_cluster.sh,aws,scripts/cloud/rds/rds/rds.cli.create_db_cluster.sh,.sh,1166,c400798e6639fe6e815f9738a03c802275056ea45154d972c520a0fa57aaef63,script,cloud/rds,aws cloud/rds helper: rds.cli.create db cluster.,CHANGES,True,[],False,scripts/cloud/rds/rds/rds.cli.create_db_cluster.sh
aws:scripts/cloud/rds/rds/rds.cli.create_db_instance.sh,aws,scripts/cloud/rds/rds/rds.cli.create_db_instance.sh,.sh,1110,7fe14ba82c279d7381fffa7c73979244172ed65b81b5423ec2be664ab5ed4ec3,script,cloud/rds,aws cloud/rds helper: rds.cli.create db instance.,CHANGES,True,[],False,scripts/cloud/rds/rds/rds.cli.create_db_instance.sh
aws:scripts/cloud/rds/rds/rds.cli.create_global_db_cluster.sh,aws,scripts/cloud/rds/rds/rds.cli.create_global_db_cluster.sh,.sh,1350,6437c00f986c12e1f8a809f653474517b34f4dde9ae5c161a64af1a17fa532f3,script,cloud/rds,aws cloud/rds helper: rds.cli.create global db cluster.,CHANGES,True,[],False,scripts/cloud/rds/rds/rds.cli.create_global_db_cluster.sh
aws:scripts/cloud/rds/rds/rds.cli.createdb.postgres.sh,aws,scripts/cloud/rds/rds/rds.cli.createdb.postgres.sh,.sh,2900,6d9826cd532df26ad4e18b2f979b21815529408df8eacc4702d206f8587e2c77,script,cloud/rds,aws cloud/rds helper: rds.cli.createdb.postgres.,CHANGES,True,"['AWSREGION', 'DBSECGRP', 'DBSUBNETGRP', 'EMROLE', 'EMROLEARN', 'RDSKMSKEY', 'RDSSTACK']",False,scripts/cloud/rds/rds/rds.cli.createdb.postgres.sh
aws:scripts/cloud/rds/rds/rds.cli.describe-db-cluster-snapshots.sh,aws,scripts/cloud/rds/rds/rds.cli.describe-db-cluster-snapshots.sh,.sh,959,46c5d26232f5d90a9a6dea658611917a5ff030d8221e996ca851138c9de7605d,script,cloud/rds,aws cloud/rds helper: rds.cli.describe db cluster snapshots.,READ_ONLY,True,[],False,scripts/cloud/rds/rds/rds.cli.describe-db-cluster-snapshots.sh
aws:scripts/cloud/rds/rds/rds.cli.describe-db-engine-versions.validpathupgrade.sh,aws,scripts/cloud/rds/rds/rds.cli.describe-db-engine-versions.validpathupgrade.sh,.sh,1114,b862abd61fa7cacfc2e173a25c4024590c0a9c292c3bd6b4a345b042ea178243,script,cloud/rds,aws cloud/rds helper: rds.cli.describe db engine versions.validpathupgrade.,READ_ONLY,True,['EngineVersion'],False,scripts/cloud/rds/rds/rds.cli.describe-db-engine-versions.validpathupgrade.sh
aws:scripts/cloud/rds/rds/rds.cli.describe-orderable-db-instance-options.sh,aws,scripts/cloud/rds/rds/rds.cli.describe-orderable-db-instance-options.sh,.sh,1946,1096a509a0c03577dfb977fb78cd1ad4f33fc58e56bfb8bf4a4551a8d7525754,script,cloud/rds,aws cloud/rds helper: rds.cli.describe orderable db instance options.,READ_ONLY,True,[],False,scripts/cloud/rds/rds/rds.cli.describe-orderable-db-instance-options.sh
aws:scripts/cloud/rds/rds/rds.cli.describe-rds-databases-dashboard-tree.sh,aws,scripts/cloud/rds/rds/rds.cli.describe-rds-databases-dashboard-tree.sh,.sh,2319,a893133c9d0b26a4a03a9f692630b48a2c52338d82c007c7b52d9b821cc10a73,script,cloud/rds,aws cloud/rds helper: rds.cli.describe rds databases dashboard tree.,READ_ONLY,True,"['DBInstanceIdentifier', 'Engine', 'EngineVersion', 'IsClusterWriter', 'Status']",False,scripts/cloud/rds/rds/rds.cli.describe-rds-databases-dashboard-tree.sh
aws:scripts/cloud/rds/rds/rds.cli.describe_db_instances.sh,aws,scripts/cloud/rds/rds/rds.cli.describe_db_instances.sh,.sh,1114,57f0f46cd063504cc9e8b2c002f5d913e90432d66dd24d5f19312608d1c645f6,script,cloud/rds,aws cloud/rds helper: rds.cli.describe db instances.,READ_ONLY,True,[],False,scripts/cloud/rds/rds/rds.cli.describe_db_instances.sh
aws:scripts/cloud/rds/rds/rds.cli.describe_db_parameters.sh,aws,scripts/cloud/rds/rds/rds.cli.describe_db_parameters.sh,.sh,2054,ebb64ea2908e257124e726c3e93f84dbecc519c74eb9c0b057f0ec2d30d6f61a,script,cloud/rds,aws cloud/rds helper: rds.cli.describe db parameters.,CHANGES,True,['SnapshotType'],False,scripts/cloud/rds/rds/rds.cli.describe_db_parameters.sh
aws:scripts/cloud/rds/rds/rds.cli.describe_modify_instances.sh,aws,scripts/cloud/rds/rds/rds.cli.describe_modify_instances.sh,.sh,1002,db2e9ba400d6160361dd3c79727c3ceb963f22907ef4f4e7e5f0edae8088c305,script,cloud/rds,aws cloud/rds helper: rds.cli.describe modify instances.,DESTRUCTIVE,True,[],False,scripts/cloud/rds/rds/rds.cli.describe_modify_instances.sh
