id,engine,path,extension,bytes,sha256,kind,category,description,risk,has_header,parameters,secret_flags,target
mysql:README.md,mysql,README.md,.md,536,cc62599dd87340b574a4ea13d5620e8c5a6ff9b6dda85ff577348e551e99ad18,documentation,utilities,mysql utilities helper: README.,REVIEW,False,[],False,README.md
mysql:docs/utilities/str_connection.txt,mysql,docs/utilities/str_connection.txt,.txt,117,5961d4e47036a4bfb25e9f90dfe1ef7be5364595e558e226125b495a9d946ddd,documentation,utilities,mysql utilities helper: str connection.,REVIEW,False,[],False,docs/utilities/str_connection.txt
mysql:scripts/replication/README.md,mysql,scripts/replication/README.md,.md,115,f0c069ab020ebed9ed3aec5c9769c648ce2402915cc521de0b9133f9c62cced2,documentation,replication,mysql replication helper: README.,REVIEW,False,[],False,scripts/replication/README.md
mysql:scripts/replication/slavestatus.sh,mysql,scripts/replication/slavestatus.sh,.sh,1203,39759aa74282b501c37b6a01c0f3b18aaf956ab8f5d8c9dc0c6a96e7ade8d076,script,replication,mysql replication helper: slavestatus.,READ_ONLY,True,"['SBM', 'arg2']",False,scripts/replication/slavestatus.sh
mysql:scripts/utilities/README.md,mysql,scripts/utilities/README.md,.md,182,5bda1329af7c494f2c3e8f34bfc6102b02a38d9f4b0fc0c1d7b404b863236681,documentation,utilities,mysql utilities helper: README.,REVIEW,False,[],False,scripts/utilities/README.md
mysql:scripts/utilities/max_connections.sql,mysql,scripts/utilities/max_connections.sql,.sql,789,79c1f4340ffe2bdcc6f008921925ea50b81980cd46a46589434b289fa5626f4e,script,utilities,mysql utilities helper: max connections.,READ_ONLY,True,[],False,scripts/utilities/max_connections.sql
mysql:scripts/utilities/port.sh,mysql,scripts/utilities/port.sh,.sh,729,58ba253a40338062058e2ffd2c263e07638e31d603b25a08bef4329872af9fd2,script,utilities,mysql utilities helper: port.,REVIEW,True,[],False,scripts/utilities/port.sh
mysql:scripts/utilities/set_params.sql,mysql,scripts/utilities/set_params.sql,.sql,916,17635cbfb45a2e94744036d8dc9200a643d58c014e1617a6f2dbbc9118f1932a,script,utilities,mysql utilities helper: set params.,READ_ONLY,True,[],False,scripts/utilities/set_params.sql
